premise,hypothesis,label
A baby wearing a white sleeper is sleeping in a crib.,A man peeing outside.,contradiction
A boy stands overlooking a schoolyard where other children play.,A boy standing,entailment
A boy stands overlooking a schoolyard where other children play.,A boy with a cast on leg wishes he could play with the other kids in the schoolyard,neutral
A boy stands overlooking a schoolyard where other children play.,a boy sleeping in the schoolyard,contradiction
A native girl in a green shirt readies a slingshot.,girl with slingshot,entailment
A native girl in a green shirt readies a slingshot.,girl aims at target,neutral
A native girl in a green shirt readies a slingshot.,boy plays football,neutral
The man is comfortable sleeping knowing his chickens will sound the alarm.,The man is comfortable sleeping.,entailment
The man is comfortable sleeping knowing his chickens will sound the alarm.,The man is sleeping until the chickens need to be fed.,neutral
The man is comfortable sleeping knowing his chickens will sound the alarm.,A man is milking the cows.,contradiction
A large group of people that look korean riding on a train in the middle of the wilderness during the fall.,The people are on a train.,entailment
A large group of people that look korean riding on a train in the middle of the wilderness during the fall.,The people are on a train to another city.,neutral
A large group of people that look korean riding on a train in the middle of the wilderness during the fall.,The people are on a bus.,neutral
Brown-haired woman turning head fast making hair whip around.,Brown-haired woman whips her hair around.,entailment
Brown-haired woman turning head fast making hair whip around.,Brown-haired woman tuning her head and some hair goes around.,entailment
Brown-haired woman turning head fast making hair whip around.,Brown-haired woman sleeps in on saturday.,contradiction
Eight people sitting down at a table indoors for refreshments.,Humans are indoors.,entailment
Eight people sitting down at a table indoors for refreshments.,The 8 people came back from a marathon to enjoy refreshments.,neutral
Eight people sitting down at a table indoors for refreshments.,The 8 people are sleeping in bed.,contradiction
A man and little girl walk next to a sign about crime.,A man and little girl pass a sign about crime.,entailment
A man and little girl walk next to a sign about crime.,A man is holding a young girl's hand.,neutral
A man and little girl walk next to a sign about crime.,A man and little girl are making a cake.,contradiction
"A caterer preparing food at an outdoor venue, with many dished on display.",There is a lot of food on display at the outdoor venue.,entailment
"A caterer preparing food at an outdoor venue, with many dished on display.",The caterer cooked every single dish on display.,neutral
"A caterer preparing food at an outdoor venue, with many dished on display.",The food on display was delivered here by restaurants.,neutral
A man in white wearing a Yarmulke is in front of a microphone with several other men in the background.,Several men are in the background while a man in a Yarmaluke is in front of a microphone.,entailment
A man in white wearing a Yarmulke is in front of a microphone with several other men in the background.,A Jewish man is in front of a microphone.,neutral
A man in white wearing a Yarmulke is in front of a microphone with several other men in the background.,A young girl plays with a microphone in front of a huge crowd.,contradiction
A young boy stands and watches a British guardsman.,a boy is standing.,entailment
A young boy stands and watches a British guardsman.,a boy is watching the chagning of the guard.,neutral
A young boy stands and watches a British guardsman.,a boy is looking at a horse.,neutral
Workers wearing hard hats and face masks process waste.,Workers are processing waste,entailment
Workers wearing hard hats and face masks process waste.,Workers are almost finished with their work today,neutral
Workers wearing hard hats and face masks process waste.,Workers are eating their lunch,neutral
"A child standing on a chair to shove his face into a fire by a candle, his negligent father watches on in bemusement.",A child standing on a chair,entailment
"A child standing on a chair to shove his face into a fire by a candle, his negligent father watches on in bemusement.",A child joyously standing on a chair,neutral
"A child standing on a chair to shove his face into a fire by a candle, his negligent father watches on in bemusement.",A child not standing on a chair,contradiction
"Several people dressed in blue, one is twirling a ribbon",People in blue.,entailment
"Several people dressed in blue, one is twirling a ribbon",People in a parade.,neutral
"Several people dressed in blue, one is twirling a ribbon",People in red at a sit in.,contradiction
A group of women being served hors d'oeuvres at an affair.,There are hors d'oeuvers at the event.,entailment
A group of women being served hors d'oeuvres at an affair.,The women are at a fundraising dinner.,neutral
A group of women being served hors d'oeuvres at an affair.,The women are hungry and there isn't any food around.,contradiction
Asians eating in a restaurant with an orange motif.,The Asians are eating.,entailment
Asians eating in a restaurant with an orange motif.,The Asians are enjoying their last meal together.,neutral
Asians eating in a restaurant with an orange motif.,The Asians are playing cards.,neutral
Two women are bathing at a spa.,Females are washing themselves.,entailment
Two women are bathing at a spa.,Females are are in a hot tub.,neutral
Two women are bathing at a spa.,Males are playing raquet ball.,contradiction
A chef is preparing some skewers with some sort of meat on it.,The chef is preparing a meal.,entailment
A chef is preparing some skewers with some sort of meat on it.,A chef is preparing his restaraunt's meal of the day: dog.,neutral
